./main --alphabet=BRG --data=G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR --param=0.97 --threads=12 --top=10000 --time=20m
-13.9375	"G//R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,R"
-13.9357	"G/,R/,R/,R/,R/,R/,R/,R/,R/,R/"
-13.9296	"B/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-13.9229	",/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-13.9064	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G"
-13.8916	"G,/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/R"
-13.8773	"G,GR,GR,GR,GR,GR,GR,GR,GR,R"
-13.8733	"R/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-13.8455	"G,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/"
-13.8424	"G,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-13.8325	"G,G,G,G,G,G,G,G,G,G"
-13.8279	"G,G,G,G,G,G,G,G,G,"
-13.8224	"G/,/R,G,/R,G,/R,G,/R,G,/R"
-13.807	"G/,G/,G/,G/,G/,G/,G/,G/,G/,G/R"
-13.8041	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/B"
-13.7697	"G,/R,G,/R,G,/R,G,/R,G,/"
-13.7606	"G/,/,/,/,/,/,/,/,/,R"
-13.7561	"G/R,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-13.7525	"G//R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,B"
-13.7514	"G/,R,G/,R,G/,R,G/,R,G/,/R"
-13.7184	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RR"
-13.7072	"B/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-13.7047	"R/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR"
-13.6945	"G,/,G,/,G,/,G,/,G,/R"
-13.6908	"G,/R,,/R,,/R,,/R,,/R"
-13.6869	"R,R,R,R,R,R,R,R,R,R"
-13.6767	"G/,G/,G/,G/,G/,G/,G/,G/,G/,B"
-13.656	"G//,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-13.6539	"/,/R,/R,/R,/R,/R,/R,/R,/R,R"
-13.6504	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,B"
-13.6399	"G/,/R,/R,/R,/R,/R,/R,/R,/R,"
-13.6363	"/R,/R,/R,/R,/R,/R,/R,/R,/R,"
-13.6297	"G,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-13.6262	"G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG"
-13.6044	"G/,/R,/R,/R,/R,/R,/R,/R,/R,R"
-13.5992	"R,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-13.5886	"G/G/G/G/G/G/G/G/G/,R,R,R,R,R,R,R,R,R"
-13.588	",/,/,/,/,/,/,/,/,R"
-13.5622	"G,/R,/R,/R,/R,/R,/R,/R,/R,"
-13.5607	",R,R,R,R,R,R,R,R,R"
-13.4928	"R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-13.4881	"G,R,G,R,G,R,G,R,,R"
-13.451	"/R,/R,R,/R,R,R,/R,R,R,"
-13.4495	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-13.448	"G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,"
-13.418	"G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/"
-13.3943	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G"
-13.3592	"G,,G,R,G,R,G,R,G,R"
-13.322	"G/,G/,G/,G/,G/,G/,G/,G/,G/,/R/R/R/R/R/R/R/R/R"
-13.3191	"/,/,/,/,/,/,/,/,/,/R"
-13.3189	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-13.3169	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-13.2209	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,"
-13.2209	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,"
-13.2197	"G/,/R/,G/,/R/,G/,/R/,G/,/R/,G/,/R/"
-13.218	"G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,"
-13.2166	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-13.2047	"G,/RG,/RG,/RG,/RG,/RG,/RG,/RG,/RG,/RR"
-13.1993	"B/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-13.179	"G,,G,,G,,G,,G,R"
-13.1661	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R"
-13.1641	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G"
-13.1493	",/RR,G,/RR,G,/RR,G,/RR,G,/RR"
-13.147	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/G"
-13.1293	"G,/R,G,/R,G,/R,G,/R,G,/RR"
-13.1228	"/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR"
-13.1216	"G/,G/,G/,G/,G/,G/,G/,G/,G/,/R"
-13.0699	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR,"
-13.0662	"G/,R,G/,R,G/,R,G/,R,G/,"
-13.0403	"G/,R,G/,R,G/,R,G/,R,G/,RR"
-13.0204	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-13.0047	"G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-12.9732	"G,G,R,G,R,G,R,G,R,"
-12.9573	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,R"
-12.9289	"G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-12.9256	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,R"
-12.92	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-12.9164	"G/,/RR,G,/RR,G,/RR,G,/RR,G,/RR"
-12.903	"G/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-12.9029	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-12.9015	"R/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-12.8831	",/R,G,/R,G,/R,G,/R,G,/R"
-12.8768	"/,R,G/,R,G/,R,G/,R,G/,R"
-12.8741	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G"
-12.8236	"G/,/,/,/,/,/,/,/,/,/"
-12.7938	"/,RR,G/,RR,G/,RR,G/,RR,G/,RR"
-12.7937	"G/,/B,G/,/B,G/,/B,G/,/B,G/,/R"
-12.7746	"G/,/R,B/,/R,B/,/R,B/,/R,B/,/R"
-12.7618	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR"
-12.7605	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/B"
-12.7603	"G,/RR,G,/RR,G,/RR,G,/RR,G,/R"
-12.7436	"G/,RR,G/,RR,G/,RR,G/,RR,G/,R"
-12.7238	"G/,RR,/,RR,/,RR,/,RR,/,RR"
-12.7168	"G/,/R,R/,/R,R/,/R,R/,/R,R/,/R"
-12.7147	"G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-12.6449	"G/,RG/,RG/,RG/,RG/,RG/,RG/,RG/,RG/,RR"
-12.6391	"G,/,/,/,/,/,/,/,/,/"
-12.6348	"G,/RR,,/RR,,/RR,,/RR,,/RR"
-12.5914	"/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-12.5868	"G/,G/,R,G/,R,R,G/,R,R,R"
-12.5441	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-12.5171	"G,/G,/G,/G,/G,/G,/G,/G,/G,/R"
-12.5022	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-12.4812	"G/,/G,G/,/G,G/,/G,G/,/G,G/,/R"
-12.4702	"G/,,G/,,G/,,G/,,G/,R"
-12.4674	"G/,R,/,R,/,R,/,R,/,R"
-12.4669	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,"
-12.4666	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,R"
-12.463	"G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/R"
-12.4507	"G/,RR/,RR/,RR/,RR/,RR/,RR/,RR/,RR/,RR"
-12.4363	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-12.4168	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,"
-12.4002	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,"
-12.3752	"G,RR,G,RR,G,RR,G,RR,G,RR"
-12.366	"/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-12.3451	",/R,/R,/R,/R,/R,/R,/R,/R,/R"
-12.3396	"G/,G/,G/,G/,G/,G/,G/,G/,G/,"
-12.288	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-12.2712	"G/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RR"
-12.2693	"G/R,/R,/R,/R,/R,/R,/R,/R,/R,"
-12.2556	"/,/RR,/,/RR,/,/RR,/,/RR,/,/RR"
-12.2333	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/"
-12.2106	",/,/,/,/,/,/,/,/,/"
-12.1993	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,"
-12.1943	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-12.1094	"/,/,/,/,/,/,/,/,/,"
-12.1084	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R,"
-12.0211	"G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR"
-12.0065	"/,R/,R,R/,R,R,R/,R,R,R"
-11.7195	"G,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-11.7055	"G,RR,RR,RR,RR,RR,RR,RR,RR,RR"
-11.6994	"G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-11.6901	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-11.5575	"B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-11.5502	"R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-11.5446	"G,R,R,R,R,R,R,R,R,R"
-11.5332	"G,R,G,R,G,R,G,R,G,R"
-11.5135	"G,G,G,G,G,G,G,G,G,R"
-11.4323	"G/,/RB,G/,/RB,G/,/RB,G/,/RB,G/,/RR"
-11.4237	"G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR"
-11.4227	"G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR"
-11.3947	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-11.3222	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RG"
-11.2722	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/"
-11.2342	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB"
-11.1843	"/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-11.1824	",/,/,/,/,/,/,/,/,/R"
-11.1588	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,"
-11.1317	"G/,/,G/,/,G/,/,G/,/,G/,/R"
-11.1183	"/,/,/,/,/,/,/,/,/,R"
-11.1144	"G/,/R,/,/R,/,/R,/,/R,/,/R"
-10.9232	"G,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-10.9137	"G,/R,G,/R,G,/R,G,/R,G,/R"
-10.8677	"G/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR"
-10.7739	"G/,/,/,/,/,/,/,/,/,"
-10.6713	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-10.5738	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/R"
-10.5559	"G/,R,G/,R,G/,R,G/,R,G/,R"
-10.5526	"G/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-10.5411	"G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RR"
-10.308	"G/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-10.2998	"G/,G/,G/,G/,G/,G/,G/,G/,G/,R"
-10.2285	"/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-10.2211	"G/,/RR,/,/RR,/,/RR,/,/RR,/,/RR"
-10.1495	"G,/RR,G,/RR,G,/RR,G,/RR,G,/RR"
-10.0616	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/R"
-10.026	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR"
-9.91773	"G/,RR,G/,RR,G/,RR,G/,RR,G/,RR"
-8.44539	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-7.24841	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
# Global sample count:	373250967
# Elapsed time:	1200.24 seconds 
# Samples per second:	310980
