./main --alphabet=BRG --data=G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR --param=0.95 --threads=12 --top=10000 --time=20m
-13.8397	"G/,/R,/R,/R,/R,/R,/R,/R,/R,R"
-13.8366	"G/,G/,G/,G/,G/,G/,G/,G/,G/,G/R"
-13.8272	"G,,G,,G,,G,,G,R"
-13.8266	"G/R,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-13.8171	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R"
-13.8066	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/,G"
-13.8023	"G,/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RR"
-13.7947	"G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,"
-13.7843	"G,RG,RG,RG,RG,RG,RG,RG,RG,RR"
-13.7781	"R/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR"
-13.7724	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR,"
-13.7618	"G,/,G,/,G,/,G,/,G,/R"
-13.7578	"G,/R,,/R,,/R,,/R,,/R"
-13.7394	"G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,"
-13.7353	"/R,/R,/R,/R,/R,/R,/R,/R,/R,"
-13.7287	"G//R,//R,//R,//R,//R,//R,//R,//R,//R,"
-13.7053	"G/,G/,G/,G/,G/,G/,G/,G/,G/,B"
-13.7037	"B/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-13.7016	"G,R,G,R,G,R,G,R,G,"
-13.6645	"G/R,R/R,R/R,R/R,R/R,R/R,R/R,R/R,R/,R"
-13.6637	"G,G,G,G,G,G,G,G,G,G"
-13.6614	"R,R,R,R,R,R,R,R,R,R"
-13.6528	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,B"
-13.6338	"/,/R,/R,/R,/R,/R,/R,/R,/R,R"
-13.6129	"G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/G/,/R/"
-13.5959	"G/,//,//,//,//,//,//,//,//,/"
-13.5813	"R,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-13.5646	"R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-13.5561	"G/,/,/,/,/,/,/,/,/,R"
-13.5265	"G/G/G/G/G/G/G/G/G/,R,R,R,R,R,R,R,R,R"
-13.5205	"G,G,G,G,G,G,G,G,G,/R/R/R/R/R/R/R/R/R"
-13.4676	"G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-13.4642	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-13.4615	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RR"
-13.4101	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G"
-13.4068	"/R,/R,R,/R,R,R,/R,R,R,"
-13.4043	"G,G,G,G,G,G,G,G,G,"
-13.3992	"B/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-13.3992	"/,RR,G/,RR,G/,RR,G/,RR,G/,RR"
-13.3987	"G/,/B,G/,/B,G/,/B,G/,/B,G/,/R"
-13.397	"G//,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-13.3826	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,R"
-13.3807	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,R"
-13.3722	"G/,/G,G/,/G,G/,/G,G/,/G,G/,/R"
-13.3709	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-13.3651	"/,/,/,/,/,/,/,/,/,/R"
-13.3469	"G,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-13.3437	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/G"
-13.3287	",R,R,R,R,R,R,R,R,R"
-13.3258	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-13.3255	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-13.2265	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-13.161	"G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-13.1477	"G,/R,G,/R,G,/R,G,/R,G,/"
-13.1472	"G/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RR"
-13.1347	"/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR"
-13.1206	"G/,G/,G/,G/,G/,G/,G/,G/,G/,/R/R/R/R/R/R/R/R/R"
-13.1037	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-13.1026	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G"
-13.0446	"G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-13.0022	"G/,G/,G/,G/,G/,G/,G/,G/,G/,/R"
-12.973	"R/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-12.9728	"G/,/R,B/,/R,B/,/R,B/,/R,B/,/R"
-12.9656	"G,G,G,/G,G,G,/G,G,/G,/"
-12.9538	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,"
-12.942	"G/,,G/,,G/,,G/,,G/,R"
-12.9412	"G/,RR,G/,RR,G/,RR,G/,RR,G/,R"
-12.939	"G/,R,/,R,/,R,/,R,/,R"
-12.9244	"G/,/,/,/,/,/,/,/,/,/"
-12.9196	"G/,RR,/,RR,/,RR,/,RR,/,RR"
-12.9118	"G/,/R,R/,/R,R/,/R,R/,/R,R/,/R"
-12.9117	"R/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-12.9059	"G/,RG/,RG/,RG/,RG/,RG/,RG/,RG/,RG/,RR"
-12.8952	"G/,G/,G/,G/,G/,G/,G/,G/,G/,G"
-12.8907	"G/,RR/,RR/,RR/,RR/,RR/,RR/,RR/,RR/,RR"
-12.8539	"G/,/RR,B/,/RR,B/,/RR,B/,/RR,B/,/RR"
-12.8416	"G,RR,G,RR,G,RR,G,RR,G,RR"
-12.8281	"G/,R,G/,R,G/,R,G/,R,G/,RR"
-12.8146	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-12.8075	"G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/R"
-12.8048	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G"
-12.7313	"G/,R,G/,R,G/,R,G/,R,G/,"
-12.6541	"G,/,/,/,/,/,/,/,/,/"
-12.6336	"/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-12.6319	"G,/R,G,/R,G,/R,G,/R,G,/RR"
-12.6176	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-12.6173	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R"
-12.614	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,R"
-12.5957	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-12.5734	"B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-12.5653	"R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-12.5558	"G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR"
-12.5346	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,"
-12.5234	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-12.5163	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-12.4886	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,"
-12.4844	"G,/G,/G,/G,/G,/G,/G,/G,/G,/R"
-12.4502	"G,/RG,/RG,/RG,/RG,/RG,/RG,/RG,/RG,/RR"
-12.4055	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,"
-12.3603	"G/R,/R,/R,/R,/R,/R,/R,/R,/R,"
-12.3421	"/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-12.3155	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R,"
-12.298	",/R,/R,/R,/R,/R,/R,/R,/R,/R"
-12.2834	"G/,G/,G/,G/,G/,G/,G/,G/,G/,"
-12.2655	"G,/RR,G,/RR,G,/RR,G,/RR,G,/R"
-12.1651	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-12.1573	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/"
-12.1545	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RG"
-12.1461	"G,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-12.1278	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-12.0583	",/,/,/,/,/,/,/,/,/"
-12.0559	"/,/,/,/,/,/,/,/,/,"
-12.0085	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB"
-12.0056	"G/,/RB,G/,/RB,G/,/RB,G/,/RB,G/,/RR"
-11.9952	"G/,/RG,G/,/RG,G/,/RG,G/,/RG,G/,/RR"
-11.9893	"/,R/,R,R/,R,R,R/,R,R,R"
-11.9892	"G/,G/,R,G/,R,R,G/,R,R,R"
-11.8951	"/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-11.8391	"G/,/,G/,/,G/,/,G/,/,G/,/R"
-11.7552	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/"
-11.7282	"G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-11.6851	"G,RR,RR,RR,RR,RR,RR,RR,RR,RR"
-11.658	"G,,G,R,G,R,G,R,G,R"
-11.5333	"G/,/R,/,/R,/,/R,/,/R,/,/R"
-11.4984	"G,R,R,R,R,R,R,R,R,R"
-11.4922	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-11.4832	"G,R,G,R,G,R,G,R,G,R"
-11.4669	"/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-11.4587	"G/,/RR,/,/RR,/,/RR,/,/RR,/,/RR"
-11.4545	"G,G,G,G,G,G,G,G,G,R"
-11.3872	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,"
-11.1359	"/,/,/,/,/,/,/,/,/,R"
-11.1189	",/,/,/,/,/,/,/,/,/R"
-11.0817	"G/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR"
-11.0261	"G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RR"
-11.0016	"G,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-10.911	"G/,R,G/,R,G/,R,G/,R,G/,R"
-10.8935	"G/,/,/,/,/,/,/,/,/,"
-10.8262	"G,/R,G,/R,G,/R,G,/R,G,/R"
-10.7601	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/R"
-10.7519	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/RR"
-10.7316	"G/,RR,G/,RR,G/,RR,G/,RR,G/,RR"
-10.7242	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-10.5837	"G/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R"
-10.5019	"G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/G/,/R"
-10.3951	"G,/RR,G,/RR,G,/RR,G,/RR,G,/RR"
-10.3384	"G/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-10.2897	"G/,G/,G/,G/,G/,G/,G/,G/,G/,R"
-8.67745	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-8.23719	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
# Global sample count:	371676375
# Elapsed time:	1200.05 seconds 
# Samples per second:	309716
