./main --alphabet=BRG --data=G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR --param=1.4 --threads=12 --top=10000 --time=30m
-17.7542	"G/R/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-17.7384	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,/B/R"
-17.7384	"G/B/,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R"
-17.7371	"G,G,G,G,G,G,G,G,G,/R/R/R/R/R/R/R/R/R/R"
-17.7276	"G/G/,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R"
-17.7276	"G//,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/B,G/B/R"
-17.7276	"G/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,//R"
-17.7123	"G/,/R,/R,/R,/R,/R,/R,/R,/R,R/R/R/R/R/R/R/R/"
-17.7076	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/R/R/R/R/R/R/R/R/R/R/"
-17.6999	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RRRRRRR"
-17.6939	"G/,/R,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR"
-17.6908	"G//RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RR,"
-17.6904	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/G/R"
-17.6867	"GR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-17.663	"G/,/G/RR,R/G/RR,R/G/RR,R/G/RR,R/G/RR,R/G/RR,R/G/RR,R/G/RR,R/G/RR"
-17.6228	"G/G,RR/G,RR/G,RR/G,RR/G,RR/G,RR/G,RR/G,RR/,RR"
-17.6181	"/,/R,/R,/R,/R,/R,/R,/R,/R,/RRRRRRRRR"
-17.6126	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/,R"
-17.5926	"G/,//R,R//R,R//R,R//R,R//R,R//R,R//R,R//R,R//R"
-17.5711	"G/,/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R"
-17.5456	"G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/R,/R"
-17.5435	"G/,GR/R,GR/R,GR/R,GR/R,GR/R,GR/R,GR/R,GR/R,GR/R"
-17.5205	"G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/R"
-17.4979	"/,/,/,/,/,/,/,/,/,/RR"
-17.4828	"G/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-17.4802	"G/G/G/G/G/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-17.4771	"G/,/RR,//RR,//RR,//RR,//RR,//RR,//RR,//RR,//RR"
-17.4713	"//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR"
-17.4686	"G//RR,B//RR,B//RR,B//RR,B//RR,B//RR,B//RR,B//RR,B//RR,//RR"
-17.4683	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,/R/R"
-17.4679	"/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/R"
-17.4439	"G/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,RR"
-17.4104	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/R/R/R/R/R/R/R/R/"
-17.3838	"B/,B/RR,B/RR,B/RR,B/RR,B/RR,B/RR,B/RR,B/RR,B/RR"
-17.3723	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/G"
-17.3656	"R/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,"
-17.3643	"G,//R,//R,//R,//R,//R,//R,//R,/R,"
-17.3606	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/BRRRRRRRRR"
-17.3585	"G/,/R,/R,/R,/R,/R,/R,/R,/R,RRRRRRRRR"
-17.3579	"G/,R/RR/,R/RR/,R/RR/,R/RR/,R/RR/,R/RR/,R/RR/,R/RR/,/RR"
-17.3573	",RR,RR,RR,RR,RR,RR,RR,RR,RR"
-17.3538	"/,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R"
-17.3366	"G/,/RG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RR"
-17.3194	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/BRRRRRRRRR"
-17.3183	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/GRRRRRRRRR"
-17.2988	",/,/,/,/,/,/,/,/,R"
-17.2964	"///G/,/R,G/,/R/R,G/,/R/R,G/,/R/R,G/,/R/R"
-17.296	"G,RG,RG,RG,RG,RG,RG,RG,RG,RR"
-17.2767	"G,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-17.2592	"G//,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/RRRRRRRRR"
-17.2553	"G/G/,G/,G/,G/,G/,G/,G/,G/,G/,R"
-17.2435	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RRG"
-17.2296	"GGGGGGGGG/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-17.2287	"R/,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR"
-17.2275	"/,/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/RR"
-17.2249	"G//,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR"
-17.1857	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/R,R"
-17.1731	"G/,/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R,R/G/R"
-17.1671	"G/,R/,R/,R/,R/,R/,R/,R/,R/,/"
-17.15	",/,/,/,/,/,/,/,/,/RR"
-17.1142	"G/,RR/,RR/,RR/,RR/,RR/,RR/,RR/,RR/,RR"
-17.1127	"B/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G//R"
-17.1118	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G//R"
-17.1033	"G/R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,"
-17.0754	"G/,G/,G/,G/,G/,G/,G/,G/,G/,G/R"
-17.0701	"G/G/G/G/G/G/G/G/G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-17.0629	"G/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B/B/R,B//R,"
-17.0612	"G,/RRG,/RRG,/RRG,/RRG,/RRG,/RRG,/RRG,/RRG,/RR"
-17.0569	"G/B/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-17.0568	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/RRRRRRRRRRR"
-17.0554	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/,RR"
-17.0503	"G/R/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-17.0401	"G/G/G/G/G/G/G/G/G/G/,R,R,R,R,R,R,R,R,R"
-17.0344	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,/G/R"
-17.0237	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/R/R"
-17.0234	"G/G/,/R,G/G/,/R,G/G/,/R,G/G/,/R,G/,/R/R/R/R/R"
-17.0129	"G//,G/G/G,G/G/G,G/G/G,G/G/G,G/G/G,G/G/G,G/G/G,G/G/G,G/G/R"
-16.9879	"G/R,/R,/R,/R,/R,/R,/R,/R,/R,/R"
-16.9774	"R,/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR"
-16.9691	"G,/RG,G/R/RG,G/R/RG,G/R/RG,G/R/RG,G/R/RG,G/R/RG,G/R/RG,G/R/RR"
-16.9526	",/RR,//RR,//RR,//RR,//RR,//RR,//RR,//RR,//RR"
-16.9438	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/RRRRRRRRR"
-16.9413	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,RRRRRRRR"
-16.9285	",/R,/R,/R,/R,/R,/R,/R,/R,/RR"
-16.9121	"G/,/RRG/R,/RRG/R,/RRG/R,/RRG/R,/RRG/R,/RRG/R,/RRG/R,/RRG/R,/RR"
-16.8713	"R,/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RG"
-16.8675	"G/,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RR"
-16.865	",/R,//R,//R,//R,//R,//R,//R,//R,//R"
-16.8397	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/RRR"
-16.8273	"G/,/,/,/,/,/,/,/,/,/R"
-16.817	"G/,R,G/,R,G/,R,G/,R,G/,RRRRR"
-16.8153	"G/G/G/G/G/,/R,G/,/R/R,G/,/R/R,G/,/R/R,G/,/R/R"
-16.8136	"G/G/G/G/G/,R,G/,RR,G/,RR,G/,RR,G/,RR"
-16.8095	"G/,G/,G/,G/,G/,G/,G/,G/,G/,G/RR"
-16.8044	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/RRRRRRRRRR"
-16.7854	",G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G//RR"
-16.7854	",G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G//RR"
-16.7854	",G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR"
-16.7826	"R/,/RR/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR/G,/RR"
-16.7751	"G/R/,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R"
-16.7745	"G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,"
-16.7729	"GR,RR,RR,RR,RR,RR,RR,RR,RR,RR"
-16.7727	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/B/R"
-16.7493	"G/B,/RR/B,/RR/B,/RR/B,/RR/B,/RR/B,/RR/B,/RR/B,/RR/,/RR"
-16.7493	"G/,/RG/B,/RG/B,/RG/B,/RG/B,/RG/B,/RG/B,/RG/B,/RG/B,/RR"
-16.7366	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/RRRRRRRRR"
-16.7211	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R/RR"
-16.7006	"G/,G//R,G///R,G///R,G///R,G///R,G///R,G///R,G///R,R"
-16.698	"G/,/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RR"
-16.6922	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,//R"
-16.6818	"G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/G/,/RR/"
-16.6675	"G/,G/R,G/R/R,G/R,G/R/,G/R,G/R/R,G/R/,G/R,G/R/R/"
-16.6675	"G/,G/R,G/R,G/R/R,G/R/R,G/R/,G/R,G/R,G/R/R,G/R/R/"
-16.6647	"G/,/RG/,G/RG/,G/RG/,G/RG/,G/RG/,G/RG/,G/RG/,G/RG/,G/RR"
-16.6647	"G/,/RG/G,/RG/G,/RG/G,/RG/G,/RG/G,/RG/G,/RG/G,/RG/G,/RR"
-16.658	"G/,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/G,G/R/R/R/R/R/R/R/R/R"
-16.6445	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RR"
-16.6436	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,BRRRRRRR"
-16.6301	"G,B/RR,B/RR,B/RR,B/RR,B/RR,B/RR,B/RR,B/RR,/RR"
-16.63	"G/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R//,R"
-16.6298	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/RR"
-16.6135	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/R/R/R/R/R/R/R/R/"
-16.6088	"G/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,"
-16.5814	"G/,RR,RR,RR,RR,RR,RR,RR,RR,RR"
-16.5756	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/R/R/R/R/R/R/R/"
-16.5562	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,GRRRRRRR"
-16.5478	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/B/R"
-16.538	"G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR,"
-16.5271	",/,/,/,/,/,/,/,/,/R/R/R/R/R/R/R/R"
-16.5264	"G/,/R,/R,/R,/R,/R,/R,/R,/R,/R/R/R/R/R/R/R/R/"
-16.5101	"G/G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-16.4907	",/,/R,/R,/R,/R,/R,/R,/R,/RR"
-16.4828	"G/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R/R/RR,R//,R"
-16.473	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/R/R/R/R/R/R/R/R/R/"
-16.465	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R/R/R/R/R/R/R/R/"
-16.4493	"G/,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-16.4425	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-16.4234	"G/,/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G"
-16.4208	"G/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/,R"
-16.42	"G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R"
-16.3945	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,B"
-16.3892	"G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-16.3874	"G/G/G/G/G/G/G/G/,R,R,R,R,R,R,R,R,R"
-16.3714	"/,/,/,/,/,/,/,/,/,"
-16.3667	"G/,/G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RR"
-16.3643	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G//,G"
-16.3572	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/G/R"
-16.3268	",/,/,/,/,/,/,/,/,/"
-16.317	"G/,/G/,R/G/,R/G/,R/G/,R/G/,R/G/,R/G/,R/G/,R/R"
-16.3128	"G/,/R,/R,/R,/R,/R,/R,/R,/R,RRRRRRRR"
-16.2922	"G,G,G,G,G,G,G,G,G,R"
-16.2901	"G//,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R"
-16.2853	"G/G/G/G/G/G/G/G/G/R,R,R,R,R,R,R,R,R,"
-16.2839	"G,R,R,R,R,R,R,R,R,R"
-16.2689	"B/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,"
-16.2592	"G/R,/RR/R,/RR/R,/RR/R,/RR/R,/RR/R,/RR/R,/RR/R,/RR/,/RR"
-16.2242	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G"
-16.2086	"G/,G/R,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-16.1871	"G/,R/,R/,R/,R/,R/,R/,R/,R/,"
-16.1856	"/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-16.1825	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G//,G"
-16.1628	"B/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R,"
-16.1586	"G,/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG"
-16.1519	"G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/,G"
-16.1487	"G/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R/,/R//R"
-16.1259	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R/R/R/R/R/R/R/R/R/R"
-16.1228	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,GRRRRRRRR"
-16.1169	"G,/G,/RG,/RG,/RG,/RG,/RG,/RG,/RG,/RR"
-16.1168	",/,/,/,/,/,/,/,/,/R"
-16.0976	"//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,R"
-16.0974	"G/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R/R/R,R//R,"
-16.0939	"G/G/G/G/,/R,G/,/R,G/G/,/R,G/,/R,G/,/R"
-16.0879	"//RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G"
-16.0836	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R/R"
-16.0673	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,B"
-16.0671	",G//RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/R"
-16.0663	"G/,/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R"
-16.0556	"G//R,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR"
-16.0483	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R/R/R/R/R/R/R/R/"
-16.001	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RRRRRRRRRR"
-15.9996	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G//R"
-15.998	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/B/RR"
-15.9807	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G//R,G"
-15.9643	"G/G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-15.9361	"G/,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,R"
-15.919	"G/G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,"
-15.9101	",/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RG,G/RR"
-15.9101	"G/G/,/R,G/,/R/R,G/G/,/R,G/,/R/R/R,G/,/R/R"
-15.9053	"G/,/RRG/,R/RRG/,R/RRG/,R/RRG/,R/RRG/,R/RRG/,R/RRG/,R/RRG/,R/RR"
-15.9048	"G/,/R,/R,/R,/R,/R,/R,/R,/R,B"
-15.8994	"G,/R,/R,/R,/R,/R,/R,/R,/R,/"
-15.8964	"G/,G/RR/,G/RR/,G/RR/,G/RR/,G/RR/,G/RR/,G/RR/,G/RR/,/RR"
-15.881	"G,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,R/RR,/RR"
-15.8692	"/,/,/,/,/,/,/,/,/,/R"
-15.8611	"G/G/,R,G/G/,R,G/G/,R,G/G/,R,G/,RRRRR"
-15.8291	"/,/,/,/,/,/,/,/,/,R"
-15.8263	"R/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R,"
-15.8029	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R"
-15.7982	"G/,G/,G/,G/,G/,G/,G/,G/,G/,"
-15.7959	",/R,/R,/R,/R,/R,/R,/R,/R,/R"
-15.7924	",//RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RG,G/G/RR"
-15.7888	"G/,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR,G/RRR"
