./main --alphabet=BRG --data=G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR --param=1.4 --threads=12 --top=10000 --time=30m
-13.1869	"G/,/,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-13.1303	"G//R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,"
-13.1276	",G//RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR"
-13.1102	"G/,/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,"
-13.0506	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR"
-13.0455	"/,/R,/R,/R,/R,/R,/R,/R,/R,R"
-13.0077	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,R"
-12.9557	"G/G,G/RR,G/G,G/RR,G/G,G/RR,G/G,G/RR,G/,/RR"
-12.9446	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,R"
-12.911	"G,/R,G,/R,G,/R,G,/R,G,/R"
-12.9025	"G/,,,/R,G/,,/R,G/,/R,G//R"
-12.8865	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-12.8771	"G/G/,/R/G/,/R,G/,/R/R,G/,/R/G/,/R,G/,/R/R/R"
-12.8771	"G//,/R//,/R,/,/R/R,/,/R//,/R,/,/R/R/R"
-12.8717	"G//RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,R"
-12.8517	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,"
-12.8515	"G//RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,B"
-12.8394	"G/,RR,G/,RR,G/,RR,G/,RR,/,RR"
-12.821	"G/,,G/,R,G/,R,G/,R,G/,R"
-12.8024	"G,/RR,G,R/RR,G,R/RR,G,R/RR,G,R/RR"
-12.7871	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/R"
-12.7663	"G//RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G"
-12.7574	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RRRRRRRR"
-12.7486	"G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR"
-12.7382	"G/,R/,R/,R/,R/,R/,R/,R/,R/,R"
-12.7299	"G//R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G"
-12.6824	"G/,G/,G/,G/,G/,G/,G/,G/,G/,R"
-12.6633	"G//R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,B"
-12.6331	"G//R,G/,/R,G/,/R,G/,/R,G/,/R,R"
-12.5925	"G/,/R,G/,/R,G/,/R/R,G/,/R,G/,/R/R/R/R"
-12.5895	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/,/RR,"
-12.5721	"G,/RR,G/G,/RR,G/G,/RR,G/G,/RR,G/,/RR"
-12.5656	"G/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RG/,/RR"
-12.5457	"G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-12.5388	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R"
-12.5265	"G//R,G/,/R,G/,,/R,G/,,,/R"
-12.5157	"G/,/RR,G/R,/RR,G/R,/RR,G/R,/RR,G/R,/RR"
-12.4961	"/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-12.4814	"G/,/R,G/,/R,G/,/R,G/,/R,/,/R"
-12.4717	"/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR"
-12.4562	"G//R,G/,/R,G/,/R,G/,/R,G/,/R,"
-12.4063	"G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,G//R,"
-12.3564	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,"
-12.2885	"G/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR/,/RR"
-12.24	",G//RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-12.2308	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RB"
-12.2304	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RG"
-12.2298	"G/,/R,G/,/RG,G/,/RG,G/,/RG,G/,/RR"
-12.1945	"G//,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-12.1802	"/,R/,R,R/,R,R,R/,R,R,R"
-12.1615	"G/,R,G/,R,G/,R,G/,R,G/,R"
-12.1614	"G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,"
-12.1605	"G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,G/B/R,"
-12.1283	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/RR"
-12.09	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G//RR,"
-12.0799	"G/,/RR,G/,B/RR,G/,B/RR,G/,B/RR,G/,B/RR"
-12.0761	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,"
-12.0743	"G/,/RR,G/G,/RR,G/G,/RR,G/G,/RR,G/G,/RR"
-12.0462	"G/,/R,/R,/R,/R,/R,/R,/R,/R,R"
-12.0271	"G/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RRG/,/RR"
-12.0018	"G/,/RR,/RR,/RR,/RR,/RR,/RR,/RR,/RR,"
-11.9729	"G,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,/R"
-11.9666	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,RR"
-11.9425	"G/,G/RR,G/,G/RR,G/,G/RR,G/,G/RR,/,/RR"
-11.9425	"G/G,/RR,G/G,/RR,G/G,/RR,G/G,/RR,/,/RR"
-11.9206	"R/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-11.9114	"G,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,/RR"
-11.8691	"G/,/RR,R/,/RR,R/,/RR,R/,/RR,/,/RR"
-11.8166	"G/,/R,/R,/R,/R,/R,/R,/R,/R,"
-11.7728	"G/,/,G/,/R,G/,/R,G/,/R,G/,/R"
-11.7563	"G/,/RR,B/,/RR,B/,/RR,B/,/RR,/,/RR"
-11.7306	"G/,/R,,/R,,/R/,/R,,/R/,/R/"
-11.7204	"B/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-11.7189	"G/B,/RR,G/B,/RR,G/B,/RR,G/B,/RR,G/,/RR"
-11.7091	"G/,/RR,G/,,G/,,G/,/RR/RR/RR,G/,/RR"
-11.7091	"G/,/RR,G/,,G/,,G/,/RR/RR,G/,/RR/RR"
-11.7091	"G/,/RR,G/,,G/,,G/,/RR,G/,/RR/RR/RR"
-11.7091	"G/,/RR,G/,,G/,/RR,G/,,G/,/RR/RR/RR"
-11.7091	"G/,/RR,G/,,G/,,G/,,G/,/RR/RR/RR/RR"
-11.7091	"G/,/RR,G/,,G/,/RR,G/,/RR,G/,/RR/RR"
-11.7091	"G/,/RR,G/,,G/,/RR,G/,/RR/RR,G/,/RR"
-11.7091	"G/,/RR,G/,,G/,/RR/RR,G/,,G/,/RR/RR"
-11.7091	"G/,/RR,G/,,G/,/RR/RR,G/,/RR,G/,/RR"
-11.7091	"G/,/RR,G/,/RR,G/,,G/,,G/,/RR/RR/RR"
-11.7091	"G/,/RR,G/,/RR,G/,/RR,G/,,G/,/RR/RR"
-11.7091	"G/,/RR,G/,/RR,G/,,G/,/RR,G/,/RR/RR"
-11.7091	"G/,/RR,G/,/RR,G/,,G/,/RR/RR,G/,/RR"
-11.7085	"G//RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,"
-11.6785	"G,/RR,G,/RR,G,/RR,G,/RR,,/RR"
-11.6718	"G//RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,"
-11.6696	"G/,B/RR,G/,B/RR,G/,B/RR,G/,B/RR,G/,/RR"
-11.664	"G/,R/RR,G/,R/RR,G/,R/RR,G/,R/RR,G/,/RR"
-11.664	"G/R,/RR,G/R,/RR,G/R,/RR,G/R,/RR,G/,/RR"
-11.664	"G/,/RR,G/,G/RR,G/,G/RR,G/,G/RR,G/,G/RR"
-11.6616	"G//RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,"
-11.6261	"G/,/R,G/,/RB,G/,/RB,G/,/RB,G/,/RR"
-11.5265	"G/,/RR,,/RR,,/RR,,/RR,,/RR"
-11.4707	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/R"
-11.0322	"G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,G//RR,"
-10.9747	"G//R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,G/R/R,R"
-10.821	"G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,G/R/RR,"
-10.8134	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,"
-10.8108	"G/,G/RR,G/,G/RR,G/,G/RR,G/,G/RR,G/,/RR"
-10.7533	"G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,G/B/RR,"
-10.7024	"G/G,/RR,G/G,/RR,G/G,/RR,G/G,/RR,G/,/RR"
-10.6602	"G/,G/R,G/R,G/R,G/R,G/R,G/R,G/R,G/R,R"
-10.6589	"G/,RR,G/,RR,G/,RR,G/,RR,G/,RR"
-10.5289	"G/,G/,R,G/,R,R,G/,R,R,R"
-10.4476	"G/,/RR,G/,R/RR,G/,R/RR,G/,R/RR,G/,R/RR"
-10.413	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,R"
-10.2683	"G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G/G/R,G//R,"
-10.1257	"G//RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR,"
-10.0948	"G/,/R,G/,/R,G/,/R,G/,/R,G/,/R"
-10.0686	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,"
-9.89515	"G/,/R,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
-9.81634	"G,/RR,G,/RR,G,/RR,G,/RR,G,/RR"
-8.96487	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,/,/RR"
-8.8138	"G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G/G/RR,G//RR,"
-8.62192	"G/,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR,G/RR"
-6.68217	"G/,/RR,G/,/RR,G/,/RR,G/,/RR,G/,/RR"
# Global sample count:	346218816
# Elapsed time:	1200.44 seconds 
# Samples per second:	288411
